date,target,actual,predicted
2025-11-01,donation_amount,78630.0,62214.325241530096
2025-12-01,donation_amount,107601.0,82611.81760395122
2025-01-01,donation_amount,59932.0,76669.61284441779
2025-02-01,donation_amount,51899.0,44806.66858579226
2025-03-01,donation_amount,84441.0,79433.93258267992
2025-04-01,donation_amount,92056.0,78960.90878201087
2025-05-01,donation_amount,49637.0,51258.48324498669
2025-06-01,donation_amount,57571.0,49375.017513126084
2025-07-01,donation_amount,56236.0,48829.30174783606
2025-08-01,donation_amount,68681.0,59118.883768510095
2025-09-01,donation_amount,57987.0,51817.917676756304
2025-10-01,donation_amount,64566.0,48910.42028585408
2025-11-01,donation_amount,68369.0,49954.574599049876
2025-12-01,donation_amount,103631.0,83640.87794610432
2025-01-01,donation_amount,39206.0,41470.75157024998
2025-02-01,donation_amount,70249.0,71452.35686389336
2025-03-01,donation_amount,71919.0,71902.2466650662
2025-04-01,donation_amount,49272.0,45217.474618236134
2025-05-01,donation_amount,39414.0,44493.83260418649
2025-06-01,donation_amount,43416.0,47751.0559506053
2025-07-01,donation_amount,57450.0,49273.0598838501
2025-08-01,donation_amount,50099.0,46126.872355100604
2025-09-01,donation_amount,51037.0,48000.68748783932
2025-10-01,donation_amount,53793.0,48315.465207373876
2025-11-01,donation_amount,52240.0,46331.157061373524
2025-12-01,donation_amount,62798.0,56965.830075888014
2025-01-01,donation_amount,42303.0,36498.06587562879
2025-02-01,donation_amount,51918.0,43570.69590516687
2025-03-01,donation_amount,50694.0,43103.51461630995
2025-04-01,donation_amount,72401.0,68792.18982331826
2025-05-01,donation_amount,46805.0,40151.874732451965
2025-06-01,donation_amount,46381.0,46161.519395567615
2025-07-01,donation_amount,51319.0,43643.56189708298
2025-08-01,donation_amount,48969.0,46497.9868203586
2025-09-01,donation_amount,54733.0,44717.184849574645
2025-10-01,donation_amount,59091.0,59024.16972120792
2025-11-01,donation_amount,61626.0,46551.645468969546
2025-12-01,donation_amount,61171.0,51593.38098966987
2025-01-01,donation_amount,37154.0,35192.29496033729
2025-02-01,donation_amount,29173.0,33913.40337963764
2025-03-01,donation_amount,37190.0,32548.71568158465
2025-04-01,donation_amount,27751.0,30364.658750294864
2025-05-01,donation_amount,31863.0,31644.162755733814
2025-06-01,donation_amount,57050.0,58175.972585963485
2025-07-01,donation_amount,35593.0,33826.696645404125
2025-08-01,donation_amount,44167.0,40571.633004718446
2025-09-01,donation_amount,60239.0,56654.11376995335
2025-10-01,donation_amount,35473.0,40881.00134770827
2025-11-01,donation_amount,38117.0,38014.729417860864
2025-12-01,donation_amount,40760.0,34831.15577987388
2025-01-01,donation_amount,56185.0,58795.480655064195
2025-02-01,donation_amount,55456.0,43122.16271193053
2025-03-01,donation_amount,50597.0,48279.83048014501
2025-04-01,donation_amount,74783.0,75862.52015463584
2025-05-01,donation_amount,51371.0,52657.08833722587
2025-06-01,donation_amount,51094.0,50169.446115171995
2025-07-01,donation_amount,55657.0,57098.098171438665
2025-08-01,donation_amount,60504.0,53594.47424851872
2025-09-01,donation_amount,50881.0,53599.228860207535
2025-10-01,donation_amount,108192.0,94034.10253007463
2025-11-01,donation_amount,55120.0,61211.23573151833
2025-12-01,donation_amount,110434.0,99059.57627442329
2025-01-01,donation_amount,64031.0,57588.788613907425
2025-02-01,donation_amount,72265.0,71756.11299554972
2025-03-01,donation_amount,38476.0,39614.52900377232
2025-04-01,donation_amount,39931.0,35371.92779882957
2025-05-01,donation_amount,42772.0,40130.57420725704
2025-06-01,donation_amount,64362.0,67498.14594651124
2025-07-01,donation_amount,40238.0,39764.4020370087
2025-08-01,donation_amount,53973.0,50230.870103824105
2025-09-01,donation_amount,50409.0,53054.996269383526
2025-10-01,donation_amount,42398.0,43883.165132356306
2025-11-01,donation_amount,49550.0,45168.600487583426
2025-12-01,donation_amount,46972.0,43821.78671994541
2025-01-01,donation_amount,32961.0,34983.79019804719
2025-02-01,donation_amount,55083.0,48793.53392333361
2025-03-01,donation_amount,30593.0,32484.8090412329
2025-04-01,donation_amount,56050.0,52567.80405214595
2025-05-01,donation_amount,28344.0,27811.830559949165
2025-06-01,donation_amount,33319.0,32403.187913099795
2025-07-01,donation_amount,66801.0,59841.67640659969
2025-08-01,donation_amount,42505.0,34955.04139418617
2025-09-01,donation_amount,45801.0,41429.30499077556
2025-10-01,donation_amount,42326.0,42328.3889544595
2025-11-01,donation_amount,36891.0,41956.29669340086
2025-12-01,donation_amount,47810.0,45918.68616728626
2025-01-01,donation_amount,62929.0,51987.45296317871
2025-02-01,donation_amount,37469.0,36443.89595026013
2025-03-01,donation_amount,40927.0,36529.2367734354
2025-04-01,donation_amount,31497.0,30130.77348280144
2025-05-01,donation_amount,38506.0,36297.471054610694
2025-06-01,donation_amount,43693.0,38967.87826849116
2025-07-01,donation_amount,41270.0,42680.824218811504
2025-08-01,donation_amount,42529.0,39487.45416524904
2025-09-01,donation_amount,40190.0,39605.86927428797
2025-10-01,donation_amount,66315.0,53657.74747182253
2025-11-01,donation_amount,45613.0,38541.82101011111
2025-12-01,donation_amount,77834.0,63637.21308753863
2025-01-01,donation_amount,48794.0,46655.80503161636
2025-02-01,donation_amount,40504.0,42248.07649396859
2025-03-01,donation_amount,80091.0,73283.27243918256
2025-04-01,donation_amount,38083.0,39500.739306858595
2025-05-01,donation_amount,36956.0,39771.6758560421
2025-06-01,donation_amount,43769.0,40958.41555184031
2025-07-01,donation_amount,44781.0,42451.38458214524
2025-08-01,donation_amount,50085.0,45340.67075485395
2025-09-01,donation_amount,49248.0,45263.78674279638
2025-10-01,donation_amount,88802.0,80048.49246741908
2025-11-01,donation_amount,56413.0,50366.6022045156
2025-12-01,donation_amount,58359.0,53481.10114168865
2025-01-01,donation_amount,68612.0,59620.589446738966
2025-02-01,donation_amount,80168.0,73890.6251392203
2025-03-01,donation_amount,103014.0,109293.00860984248
2025-04-01,donation_amount,71956.0,72242.47498348763
2025-05-01,donation_amount,67915.0,61748.19712063357
2025-06-01,donation_amount,60396.0,61852.08626230297
2025-07-01,donation_amount,73881.0,62779.79898076599
2025-08-01,donation_amount,128591.0,111035.18518276433
2025-09-01,donation_amount,89818.0,77319.92602212603
2025-10-01,donation_amount,76207.0,82508.9652638553
2025-11-01,donation_amount,77106.0,75151.20391069177
2025-12-01,donation_amount,126888.0,118701.33928388654
2025-01-01,donation_amount,59094.0,57314.66878311924
2025-02-01,donation_amount,87926.0,88546.48150433037
2025-03-01,donation_amount,100855.0,91421.77009848457
2025-04-01,donation_amount,77883.0,72048.24516420238
2025-05-01,donation_amount,70703.0,70856.58411588758
2025-06-01,donation_amount,64393.0,67789.92848514002
2025-07-01,donation_amount,53650.0,57146.01299702585
2025-08-01,donation_amount,59665.0,53035.46577949428
2025-09-01,donation_amount,68152.0,52639.25097618341
2025-10-01,donation_amount,114099.0,84367.2716426669
2025-11-01,donation_amount,100966.0,94602.81252114697
2025-12-01,donation_amount,80016.0,86228.63164027219
2025-01-01,donation_amount,52130.0,50666.495935281426
2025-02-01,donation_amount,68726.0,65219.265456566034
2025-03-01,donation_amount,89291.0,86694.41784362073
2025-04-01,donation_amount,70527.0,72563.98262427504
2025-05-01,donation_amount,52268.0,45627.974883113806
2025-06-01,donation_amount,74519.0,81550.6787193191
2025-07-01,donation_amount,76900.0,89898.83473181163
2025-08-01,donation_amount,49688.0,51490.651798404186
2025-09-01,donation_amount,61742.0,60928.966276410254
2025-10-01,donation_amount,61079.0,54125.518793628195
2025-11-01,donation_amount,53094.0,56714.46843318934
2025-12-01,donation_amount,56770.0,55033.05681993557
2025-01-01,donation_amount,64602.0,53656.97774984393
2025-02-01,donation_amount,66566.0,66462.30623671671
2025-03-01,donation_amount,44446.0,48624.34492193302
2025-04-01,donation_amount,52054.0,45945.44990855106
2025-05-01,donation_amount,46211.0,43370.04486429023
2025-06-01,donation_amount,51828.0,47885.95570796355
2025-07-01,donation_amount,60120.0,62140.85795380311
2025-08-01,donation_amount,56735.0,47225.9089426312
2025-09-01,donation_amount,91222.0,86740.0032840974
2025-10-01,donation_amount,62449.0,52022.95292240002
2025-11-01,donation_amount,103281.0,82416.49482629226
2025-12-01,donation_amount,114863.0,96088.28519485134
2025-01-01,donation_amount,54539.0,59358.215491344316
2025-02-01,donation_amount,42923.0,40436.113776653
2025-03-01,donation_amount,37769.0,38736.87429728804
2025-04-01,donation_amount,36614.0,38943.50091939054
2025-05-01,donation_amount,33400.0,34161.75594862073
2025-06-01,donation_amount,36958.0,31849.59437720965
2025-07-01,donation_amount,59566.0,63626.34751779939
2025-08-01,donation_amount,65159.0,58163.09133341566
2025-09-01,donation_amount,73187.0,72758.05244403653
2025-10-01,donation_amount,45942.0,47845.04406962484
2025-11-01,donation_amount,50749.0,56808.68193519914
2025-12-01,donation_amount,45259.0,41608.61934338177
2025-01-01,donation_amount,51440.0,54017.911917365775
2025-02-01,donation_amount,49502.0,54017.74457633754
2025-03-01,donation_amount,56763.0,56401.13099912939
2025-04-01,donation_amount,55146.0,53691.929368503195
2025-05-01,donation_amount,46393.0,52968.43039251356
2025-06-01,donation_amount,54487.0,44242.95300608792
2025-07-01,donation_amount,57466.0,55550.7756898635
2025-08-01,donation_amount,65628.0,52874.47482927257
2025-09-01,donation_amount,93347.0,81495.20484794237
2025-10-01,donation_amount,55116.0,54274.62846451774
2025-11-01,donation_amount,65918.0,50508.29408623584
2025-12-01,donation_amount,100121.0,98803.02353864205
2025-01-01,donation_amount,46509.0,47805.82857543975
2025-02-01,donation_amount,38951.0,38477.81695537401
2025-03-01,donation_amount,47089.0,45876.76022700226
2025-04-01,donation_amount,39608.0,40820.9158388339
2025-05-01,donation_amount,49040.0,51718.62730767112
2025-06-01,donation_amount,54888.0,55302.11768705665
2025-07-01,donation_amount,54449.0,55109.52124528483
2025-08-01,donation_amount,49913.0,44184.423988676055
2025-09-01,donation_amount,52454.0,46309.88019616958
2025-10-01,donation_amount,56872.0,46641.655889905065
2025-11-01,donation_amount,48243.0,47918.416228689704
2025-12-01,donation_amount,90079.0,82736.51987279092
2025-01-01,donation_amount,38708.0,36940.41842989191
2025-02-01,donation_amount,41450.0,36971.54693903863
2025-03-01,donation_amount,50838.0,50641.51534532892
2025-04-01,donation_amount,53817.0,57928.58463449445
2025-05-01,donation_amount,37665.0,35085.60613603804
2025-06-01,donation_amount,38677.0,36414.536281301844
2025-07-01,donation_amount,74116.0,61096.65166312946
2025-08-01,donation_amount,47121.0,40000.34610630109
2025-09-01,donation_amount,39373.0,40702.781624935
2025-10-01,donation_amount,47356.0,44883.985840633904
2025-11-01,donation_amount,77349.0,61633.4208834007
2025-12-01,donation_amount,76634.0,70001.60616174061
2025-01-01,donation_amount,41970.0,38041.983037974285
2025-02-01,donation_amount,42537.0,50502.869446478304
2025-03-01,donation_amount,44211.0,37991.24299374644
2025-04-01,donation_amount,47742.0,40462.65017399074
2025-05-01,donation_amount,35123.0,37500.82492137486
2025-06-01,donation_amount,36674.0,37376.90020014714
2025-07-01,donation_amount,47382.0,34896.06585885617
2025-08-01,donation_amount,46243.0,45752.13457043505
2025-09-01,donation_amount,39208.0,41959.87760267077
2025-10-01,donation_amount,82603.0,68259.56705769115
2025-11-01,donation_amount,44703.0,40210.80518030926
2025-12-01,donation_amount,73292.0,72722.71803698789
2025-01-01,donation_amount,31626.0,34186.891524123785
2025-02-01,donation_amount,50558.0,42767.45235359952
2025-03-01,donation_amount,53591.0,50069.843463433754
2025-04-01,donation_amount,27318.0,32048.333827444178
2025-05-01,donation_amount,51216.0,42868.059631541706
2025-06-01,donation_amount,60481.0,54753.664950217695
2025-07-01,donation_amount,38155.0,41182.99576003451
2025-08-01,donation_amount,31083.0,33429.42957216033
2025-09-01,donation_amount,39973.0,35626.481079544414
2025-10-01,donation_amount,40701.0,35681.10580801644
2025-11-01,donation_amount,49558.0,43362.79086847408
2025-12-01,donation_amount,36644.0,40975.69191423932
2025-01-01,donation_amount,50463.0,55603.113485006645
2025-02-01,donation_amount,67793.0,70115.65536649298
2025-03-01,donation_amount,57385.0,56098.35783871362
2025-04-01,donation_amount,39003.0,43250.52055385564
2025-05-01,donation_amount,47439.0,46476.60997769821
2025-06-01,donation_amount,47188.0,47807.63255521135
2025-07-01,donation_amount,47421.0,45152.52257334262
2025-08-01,donation_amount,97893.0,82415.89200697845
2025-09-01,donation_amount,58929.0,57342.52354762168
2025-10-01,donation_amount,93450.0,88357.72833032656
2025-11-01,donation_amount,64381.0,60194.58737582886
2025-12-01,donation_amount,58470.0,63534.45015085458
2025-01-01,donation_amount,67914.0,57298.89314131858
2025-02-01,donation_amount,59192.0,56266.459071336176
2025-03-01,donation_amount,52619.0,55916.17951434627
2025-04-01,donation_amount,37832.0,39299.97420113478
2025-05-01,donation_amount,58119.0,55966.32943398674
2025-06-01,donation_amount,40860.0,43535.90202722564
2025-07-01,donation_amount,41706.0,38136.27113447354
2025-08-01,donation_amount,38024.0,40283.21421881639
2025-09-01,donation_amount,48119.0,42986.32146850925
2025-10-01,donation_amount,66706.0,69049.62667927603
2025-11-01,donation_amount,82527.0,74629.63751355764
2025-12-01,donation_amount,47281.0,51770.23885795714
2025-01-01,donation_amount,49086.0,49449.34338424201
2025-02-01,donation_amount,34590.0,34891.20722048514
2025-03-01,donation_amount,50453.0,56960.03347526024
2025-04-01,donation_amount,51375.0,46676.648564621406
2025-05-01,donation_amount,50011.0,51464.56543091046
2025-06-01,donation_amount,30393.0,38946.332077766136
2025-07-01,donation_amount,33772.0,32872.5973660842
2025-08-01,donation_amount,46561.0,40247.82124840221
2025-09-01,donation_amount,40485.0,36526.664932908134
2025-10-01,donation_amount,66170.0,68385.14101159497
2025-11-01,donation_amount,38366.0,37366.34920134695
2025-12-01,donation_amount,39949.0,41244.160346075936
2025-01-01,donation_amount,51142.0,50638.2703847609
2025-02-01,donation_amount,30927.0,33985.47113840938
2025-03-01,donation_amount,63341.0,54745.295637223775
2025-04-01,donation_amount,32654.0,32652.359067608675
2025-05-01,donation_amount,32423.0,33425.59054627291
2025-06-01,donation_amount,32275.0,31683.493790123946
2025-07-01,donation_amount,46925.0,35892.013050085065
2025-08-01,donation_amount,44332.0,40477.025681453946
2025-09-01,donation_amount,37088.0,39868.818288332266
2025-10-01,donation_amount,36948.0,40546.19312874635
2025-11-01,donation_amount,40566.0,36793.12524278885
2025-12-01,donation_amount,40398.0,40845.02917320695
